day,start_time,awayteam,hometeam,awayscore,homescore,wl
Wednesday,708,TBA,NYA,4,1,0
Thursday,708,TBA,NYA,3,5,1
Friday,708,SEA,NYA,2,6,1
Saturday,408,SEA,NYA,2,6,1
Sunday,110,SEA,NYA,6,2,0
Friday,708,CIN,NYA,0,4,1
Saturday,107,CIN,NYA,6,5,0
Sunday,107,CIN,NYA,5,2,0
Monday,708,KCA,NYA,6,0,0
Tuesday,708,KCA,NYA,2,3,1
Wednesday,707,KCA,NYA,3,8,1
Tuesday,707,TBA,NYA,0,7,1
Wednesday,708,TBA,NYA,1,4,1
Thursday,731,TBA,NYA,7,3,0
Friday,709,NYN,NYA,1,9,1
Saturday,717,NYN,NYA,2,4,1
Sunday,109,NYN,NYA,4,5,1
Monday,708,ATL,NYA,2,6,1
Tuesday,708,ATL,NYA,4,3,0
Wednesday,107,ATL,NYA,10,5,0
Monday,710,CLE,NYA,1,7,1
Tuesday,708,CLE,NYA,4,6,1
Wednesday,109,CLE,NYA,4,5,1
Thursday,708,CHA,NYA,4,3,0
Friday,709,CHA,NYA,14,7,0
Saturday,109,CHA,NYA,0,4,1
Sunday,207,CHA,NYA,2,4,1
Friday,709,ANA,NYA,5,6,1
Saturday,109,ANA,NYA,3,5,1
Sunday,108,ANA,NYA,10,8,0
Monday,708,TOR,NYA,3,6,1
Tuesday,707,TOR,NYA,1,6,1
Wednesday,156,TOR,NYA,0,6,1
Friday,708,BOS,NYA,3,10,1
Saturday,609,BOS,NYA,8,6,0
Sunday,807,BOS,NYA,3,2,0
Monday,709,BAL,NYA,5,4,0
Tuesday,707,BAL,NYA,11,5,0
Wednesday,108,BAL,NYA,3,12,1
Friday,708,SEA,NYA,3,6,1
Saturday,108,SEA,NYA,1,0,0
Sunday,109,SEA,NYA,2,6,1
Monday,709,TEX,NYA,2,8,1
Tuesday,708,TEX,NYA,0,3,1
Wednesday,850,TEX,NYA,2,3,1
Thursday,107,TEX,NYA,10,6,0
Friday,708,BOS,NYA,4,6,1
Saturday,408,BOS,NYA,4,1,0
Sunday,807,BOS,NYA,1,4,1
Monday,709,TOR,NYA,8,7,0
Tuesday,708,TOR,NYA,1,2,1
Wednesday,109,TOR,NYA,8,5,0
Friday,709,BAL,NYA,6,1,0
Saturday,108,BAL,NYA,3,4,1
Sunday,109,BAL,NYA,8,3,0
Friday,709,TBA,NYA,6,4,0
Saturday,405,TBA,NYA,3,5,1
Sunday,108,TBA,NYA,4,6,1
Wednesday,108,TOR,NYA,2,4,1
Wednesday,709,TOR,NYA,1,2,1
Thursday,708,TOR,NYA,7,10,1
Friday,707,OAK,NYA,1,2,1
Saturday,108,OAK,NYA,9,10,1
Sunday,109,OAK,NYA,5,4,0
Monday,708,BOS,NYA,2,10,1
Tuesday,708,BOS,NYA,3,4,1
Wednesday,710,BOS,NYA,2,14,1
Wednesday,739,BAL,NYA,2,3,1
Thursday,737,BAL,NYA,2,1,0
Friday,507,BAL,NYA,1,3,1
Saturday,808,DET,NYA,6,4,0
Sunday,408,DET,NYA,3,0,0
Monday,110,BOS,NYA,8,2,0
Wednesday,710,BOS,NYA,7,4,0
Thursday,708,BOS,NYA,2,4,1
Friday,709,BAL,NYA,2,5,1
Saturday,408,BAL,NYA,5,3,0
Sunday,806,BAL,NYA,0,3,1
Tuesday,710,ARI,NYA,2,4,1
Wednesday,708,ARI,NYA,3,4,1
Thursday,708,ARI,NYA,6,2,0
Thursday,710,TOR,NYA,3,5,1
Friday,708,TOR,NYA,4,6,1
Saturday,408,TOR,NYA,4,5,1
Sunday,109,TOR,NYA,2,3,1
Monday,708,HOU,NYA,9,1,0
Tuesday,708,HOU,NYA,4,7,1
Wednesday,708,HOU,NYA,4,5,1
Friday,708,OAK,NYA,2,0,0
Saturday,108,OAK,NYA,2,4,1
Sunday,108,OAK,NYA,5,4,0
Tuesday,708,SEA,NYA,3,4,1
Wednesday,708,SEA,NYA,12,2,0
Thursday,708,SEA,NYA,3,2,0
Friday,711,TOR,NYA,0,5,1
Saturday,110,TOR,NYA,2,7,1
Wednesday,708,NYN,NYA,9,4,0
Thursday,710,NYN,NYA,3,1,0
Friday,708,BOS,NYA,1,4,1
Saturday,716,BOS,NYA,11,1,0
Sunday,850,BOS,NYA,3,0,0
Monday,709,CLE,NYA,4,7,1
Tuesday,708,CLE,NYA,3,4,1
Wednesday,109,CLE,NYA,4,6,1
Wednesday,111,LAN,NYA,4,6,1
Wednesday,710,LAN,NYA,6,0,0
Thursday,709,TBA,NYA,8,3,0
Friday,708,TBA,NYA,2,6,1
Saturday,108,TBA,NYA,5,7,1
Sunday,208,TBA,NYA,3,1,0
Tuesday,709,TEX,NYA,3,4,1
Wednesday,708,TEX,NYA,8,5,0
Thursday,109,TEX,NYA,2,0,0
Friday,707,BAL,NYA,2,3,1
Saturday,108,BAL,NYA,4,5,1
Sunday,109,BAL,NYA,2,1,0
Monday,710,KCA,NYA,5,1,0
Tuesday,710,KCA,NYA,3,1,0
Wednesday,708,KCA,NYA,1,8,1
Thursday,110,KCA,NYA,4,8,1
Friday,709,MIN,NYA,0,2,1
Saturday,110,MIN,NYA,4,1,0
Sunday,109,MIN,NYA,10,4,0
Friday,708,TBA,NYA,10,6,0
Saturday,108,TBA,NYA,1,0,0
Sunday,109,TBA,NYA,5,6,1
Friday,752,DET,NYA,3,4,1
Saturday,109,DET,NYA,9,3,0
Sunday,109,DET,NYA,4,5,1
Monday,709,ANA,NYA,1,2,1
Tuesday,708,ANA,NYA,7,14,1
Wednesday,708,ANA,NYA,3,11,1
Thursday,108,ANA,NYA,8,4,0
Tuesday,109,TOR,NYA,4,8,1
Tuesday,709,TOR,NYA,2,3,1
Wednesday,708,TOR,NYA,2,4,1
Thursday,437,TOR,NYA,3,5,1
Friday,709,BAL,NYA,5,8,1
Saturday,108,BAL,NYA,0,2,1
Sunday,108,BAL,NYA,7,3,0
Monday,108,CHA,NYA,1,9,1
Tuesday,708,CHA,NYA,4,6,1
Wednesday,707,CHA,NYA,5,6,1
Thursday,707,BOS,NYA,9,8,0
Friday,708,BOS,NYA,12,8,0
Saturday,106,BOS,NYA,13,9,0
Sunday,108,BOS,NYA,3,4,1
Friday,708,SFN,NYA,1,5,1
Saturday,106,SFN,NYA,0,6,1
Sunday,154,SFN,NYA,2,1,0
Tuesday,708,TBA,NYA,7,0,0
Wednesday,710,TBA,NYA,8,3,0
Thursday,708,TBA,NYA,4,0,0
Monday,111,FLO,NYN,1,7,1
Wednesday,711,FLO,NYN,7,6,0
Thursday,711,FLO,NYN,3,1,0
Friday,712,WAS,NYN,2,8,1
Saturday,111,WAS,NYN,4,3,0
Sunday,111,WAS,NYN,5,2,0
Monday,711,CHN,NYN,1,6,1
Tuesday,710,CHN,NYN,0,4,1
Wednesday,736,CHN,NYN,9,3,0
Thursday,710,CHN,NYN,2,5,1
Friday,711,ATL,NYN,2,5,1
Saturday,111,ATL,NYN,1,3,1
Sunday,809,ATL,NYN,0,1,1
Tuesday,410,LAN,NYN,0,4,1
Tuesday,735,LAN,NYN,5,10,1
Wednesday,111,LAN,NYN,3,7,1
Friday,712,SFN,NYN,4,6,1
Saturday,111,SFN,NYN,4,5,1
Sunday,113,SFN,NYN,6,5,0
Monday,712,WAS,NYN,3,2,0
Tuesday,711,WAS,NYN,6,8,1
Wednesday,110,WAS,NYN,6,4,0
Friday,713,NYA,NYN,2,1,0
Saturday,713,NYA,NYN,3,5,1
Sunday,810,NYA,NYN,4,6,1
Tuesday,711,PHI,NYN,0,8,1
Wednesday,711,PHI,NYN,0,5,1
Thursday,905,PHI,NYN,0,3,1
Friday,712,FLO,NYN,3,4,1
Saturday,412,FLO,NYN,1,6,1
Sunday,111,FLO,NYN,6,7,1
Tuesday,711,SDN,NYN,1,2,1
Thursday,110,SDN,NYN,4,2,0
Thursday,710,SDN,NYN,0,3,1
Tuesday,711,DET,NYN,6,14,1
Wednesday,711,DET,NYN,0,5,1
Thursday,711,DET,NYN,6,5,0
Friday,710,MIN,NYN,2,5,1
Saturday,112,MIN,NYN,6,0,0
Sunday,111,MIN,NYN,0,6,1
Monday,711,CIN,NYN,8,6,0
Tuesday,711,CIN,NYN,0,3,1
Wednesday,711,CIN,NYN,3,1,0
Friday,710,ATL,NYN,4,2,0
Saturday,412,ATL,NYN,4,0,0
Sunday,110,ATL,NYN,0,3,1
Tuesday,711,SLN,NYN,2,8,1
Wednesday,711,SLN,NYN,8,7,0
Thursday,1212,SLN,NYN,0,4,1
Friday,712,ARI,NYN,9,6,0
Saturday,712,ARI,NYN,4,5,1
Sunday,140,ARI,NYN,14,1,0
Tuesday,711,COL,NYN,0,1,1
Wednesday,710,COL,NYN,6,2,0
Thursday,1210,COL,NYN,0,4,1
Friday,711,PHI,NYN,0,1,1
Saturday,710,PHI,NYN,4,0,0
Sunday,809,PHI,NYN,3,1,0
Tuesday,711,FLO,NYN,5,6,1
Wednesday,710,FLO,NYN,5,4,0
Thursday,710,FLO,NYN,11,4,0
Friday,711,HOU,NYN,1,2,1
Saturday,710,HOU,NYN,4,1,0
Sunday,112,HOU,NYN,1,5,1
Friday,710,PHI,NYN,8,4,0
Saturday,411,PHI,NYN,3,4,1
Sunday,110,PHI,NYN,3,0,0
Monday,753,PIT,NYN,0,1,1
Tuesday,710,PIT,NYN,1,9,1
Wednesday,710,PIT,NYN,7,8,1
Thursday,722,PIT,NYN,2,6,1
Friday,711,ATL,NYN,6,4,0
Saturday,411,ATL,NYN,4,2,0
Sunday,111,ATL,NYN,6,3,0
Tuesday,711,MIL,NYN,3,4,1
Wednesday,410,MIL,NYN,8,7,0
Wednesday,816,MIL,NYN,3,1,0
Thursday,711,MIL,NYN,9,2,0
Friday,711,WAS,NYN,1,2,1
Saturday,111,WAS,NYN,2,7,1
Sunday,111,WAS,NYN,2,1,0
Friday,411,WAS,NYN,6,2,0
Saturday,711,WAS,NYN,4,8,1
Sunday,111,WAS,NYN,7,3,0
Monday,711,COL,NYN,7,6,0
Wednesday,711,COL,NYN,5,4,0
Thursday,1212,COL,NYN,6,5,0
Thursday,409,COL,NYN,9,4,0
Tuesday,711,HOU,NYN,6,1,0
Wednesday,711,HOU,NYN,4,3,0
Thursday,712,HOU,NYN,1,9,1
Friday,711,ARI,NYN,1,4,1
Saturday,231,ARI,NYN,4,6,1
Sunday,111,ARI,NYN,4,8,1
Tuesday,712,SFN,NYN,7,6,0
Wednesday,711,SFN,NYN,2,0,0
Thursday,111,SFN,NYN,2,5,1
Friday,712,LAN,NYN,3,6,1
Saturday,713,LAN,NYN,2,4,1
Sunday,113,LAN,NYN,4,2,0
Monday,830,FLO,NYN,2,1,0
Wednesday,711,WAS,NYN,0,3,1
Thursday,112,WAS,NYN,0,1,1
Friday,711,PHI,NYN,6,4,0
Saturday,716,PHI,NYN,5,2,0
Sunday,112,PHI,NYN,5,9,1
Monday,711,PIT,NYN,3,7,1
Tuesday,710,PIT,NYN,5,1,0
Wednesday,710,PIT,NYN,9,3,0
Thursday,111,PIT,NYN,8,9,1
Friday,712,ATL,NYN,6,3,0
Saturday,712,ATL,NYN,0,5,1
Sunday,811,ATL,NYN,4,6,1
Friday,743,ANA,NYN,4,3,0
Saturday,711,ANA,NYN,1,6,1
Sunday,111,ANA,NYN,7,3,0
Tuesday,710,OAK,NYN,7,3,0
Wednesday,813,OAK,NYN,2,3,1
Thursday,325,OAK,NYN,1,4,1
Friday,710,NYA,NYN,5,1,0
Saturday,412,NYA,NYN,5,2,0
Sunday,239,NYA,NYN,2,3,1
Friday,712,PHI,NYN,7,2,0
Saturday,413,PHI,NYN,2,11,1
Sunday,113,PHI,NYN,8,5,0
Monday,713,FLO,NYN,4,1,0
Tuesday,711,SLN,NYN,2,4,1
Wednesday,711,SLN,NYN,5,6,1
Thursday,1212,SLN,NYN,6,2,0
Monday,712,FLO,NYN,7,3,0
Tuesday,711,FLO,NYN,4,3,0
Friday,711,ATL,NYN,4,1,0
Saturday,812,ATL,NYN,7,11,1
Sunday,110,ATL,NYN,6,5,0
Monday,711,SDN,NYN,8,9,1
Tuesday,711,SDN,NYN,4,5,1
Wednesday,711,SDN,NYN,9,5,0
Thursday,1211,SDN,NYN,3,2,0
Friday,956,MIL,NYN,6,1,0
Saturday,412,MIL,NYN,11,9,0
Sunday,111,MIL,NYN,6,2,0
Friday,711,ATL,NYN,0,6,1
Monday,409,FLO,NYN,1,2,1
Monday,729,FLO,NYN,1,5,1
Tuesday,710,FLO,NYN,6,0,0
Wednesday,711,FLO,NYN,2,3,1
Thursday,711,FLO,NYN,5,7,1
Thursday,411,ATL,NYN,6,5,0
Thursday,803,ATL,NYN,5,1,0
Friday,712,CHN,NYN,4,5,1
Saturday,112,CHN,NYN,5,4,0
Sunday,820,CHN,NYN,10,6,0
Monday,712,WAS,NYN,3,2,0
Tuesday,711,WAS,NYN,3,2,0
Wednesday,711,WAS,NYN,2,0,0
Thursday,110,WAS,NYN,10,1,0
Saturday,112,PHI,NYN,1,2,1
Saturday,712,PHI,NYN,3,6,1
Sunday,211,PHI,NYN,9,4,0
Monday,710,CIN,NYN,6,5,0
Tuesday,712,CIN,NYN,5,4,0
Wednesday,111,CIN,NYN,0,3,1
Thursday,118,ATL,NYN,0,1,1
Saturday,110,ATL,NYN,2,4,1
Sunday,109,ATL,NYN,5,7,1
Monday,711,WAS,NYN,3,4,1
Tuesday,710,WAS,NYN,6,2,0
Wednesday,112,WAS,NYN,4,0,0
Friday,711,SFN,NYN,4,3,0
Saturday,112,SFN,NYN,4,5,1
Monday,411,SFN,NYN,6,1,0
Monday,801,SFN,NYN,7,2,0
Tuesday,712,MIA,NYN,1,2,1
Wednesday,710,MIA,NYN,1,5,1
Thursday,111,MIA,NYN,2,3,1
Friday,711,ARI,NYN,5,4,0
Saturday,408,ARI,NYN,3,4,1
Sunday,111,ARI,NYN,1,3,1
Monday,712,MIL,NYN,1,3,1
Tuesday,711,MIL,NYN,8,0,0
Wednesday,711,CIN,NYN,6,3,0
Thursday,111,CIN,NYN,4,9,1
Thursday,711,SDN,NYN,11,5,0
Friday,710,SDN,NYN,1,6,1
Saturday,111,SDN,NYN,0,9,1
Sunday,111,SDN,NYN,0,2,1
Monday,111,PHI,NYN,8,4,0
Tuesday,710,PHI,NYN,3,6,1
Wednesday,710,PHI,NYN,10,6,0
Friday,713,SLN,NYN,0,8,1
Saturday,411,SLN,NYN,0,5,1
Sunday,807,SLN,NYN,1,6,1
Monday,112,SLN,NYN,5,4,0
Friday,712,CIN,NYN,7,3,0
Saturday,717,CIN,NYN,4,1,0
Sunday,112,CIN,NYN,3,1,0
Monday,711,BAL,NYN,0,5,1
Tuesday,711,BAL,NYN,0,5,1
Wednesday,710,BAL,NYN,3,4,1
Friday,803,NYA,NYN,4,6,1
Saturday,717,NYA,NYN,4,3,0
Sunday,807,NYA,NYN,6,5,0
Tuesday,710,PHI,NYN,1,11,1
Wednesday,111,PHI,NYN,9,2,0
Thursday,711,PHI,NYN,5,6,1
Friday,712,CHN,NYN,8,7,0
Saturday,413,CHN,NYN,1,3,1
Sunday,111,CHN,NYN,7,0,0
Friday,711,LAN,NYN,7,6,0
Saturday,113,LAN,NYN,8,5,0
Sunday,111,LAN,NYN,8,3,0
Monday,711,WAS,NYN,8,2,0
Tuesday,710,WAS,NYN,5,2,0
Wednesday,1211,WAS,NYN,5,2,0
Tuesday,711,MIA,NYN,4,2,0
Wednesday,711,MIA,NYN,13,0,0
Thursday,1213,MIA,NYN,1,6,1
Friday,712,ATL,NYN,4,0,0
Saturday,712,ATL,NYN,9,3,0
Sunday,807,ATL,NYN,5,6,1
Monday,710,COL,NYN,3,1,0
Tuesday,711,COL,NYN,6,2,0
Wednesday,710,COL,NYN,5,2,0
Thursday,111,COL,NYN,1,0,0
Friday,712,HOU,NYN,3,1,0
Saturday,113,HOU,NYN,1,3,1
Sunday,111,HOU,NYN,1,2,1
Friday,710,ATL,NYN,3,0,0
Saturday,407,ATL,NYN,11,3,0
Sunday,111,ATL,NYN,3,2,0
Monday,711,WAS,NYN,5,1,0
Tuesday,711,WAS,NYN,5,3,0
Wednesday,712,WAS,NYN,2,0,0
Monday,711,PHI,NYN,3,1,0
Wednesday,711,PHI,NYN,3,2,0
Thursday,711,PHI,NYN,16,1,0
Friday,711,MIA,NYN,3,7,1
Saturday,111,MIA,NYN,3,4,1
Sunday,110,MIA,NYN,2,3,1
Monday,712,PIT,NYN,2,6,1
Tuesday,712,PIT,NYN,10,6,0
Wednesday,711,PIT,NYN,0,6,1
Thursday,111,PIT,NYN,5,6,1
Monday,113,SDN,NYN,2,11,1
Wednesday,712,SDN,NYN,4,8,1
Thursday,111,SDN,NYN,2,1,0
Friday,710,MIA,NYN,7,5,0
Saturday,110,MIA,NYN,3,7,1
Sunday,111,MIA,NYN,3,4,1
Friday,710,WAS,NYN,1,7,1
Saturday,308,WAS,NYN,7,6,0
Sunday,111,WAS,NYN,0,2,1
Tuesday,710,LAN,NYN,7,2,0
Wednesday,710,LAN,NYN,3,7,1
Thursday,108,LAN,NYN,3,2,0
Friday,710,PHI,NYN,4,0,0
Saturday,107,PHI,NYN,9,4,0
Sunday,110,PHI,NYN,5,1,0
Tuesday,714,CHA,NYN,0,1,1
Wednesday,711,CHA,NYN,6,3,0
Thursday,711,PIT,NYN,2,3,1
Friday,712,PIT,NYN,7,3,0
Saturday,113,PIT,NYN,11,2,0
Sunday,113,PIT,NYN,3,2,0
Monday,713,CIN,NYN,4,3,0
Tuesday,711,CIN,NYN,4,0,0
Wednesday,111,CIN,NYN,7,4,0
Friday,726,ATL,NYN,7,5,0
Saturday,728,ATL,NYN,6,0,0
Sunday,807,ATL,NYN,2,4,1
Monday,711,NYA,NYN,1,2,1
Tuesday,841,NYA,NYN,1,2,1
Saturday,112,MIA,NYN,2,1,0
Sunday,111,MIA,NYN,8,4,0
Tuesday,710,SLN,NYN,9,2,0
Wednesday,710,SLN,NYN,1,5,1
Thursday,111,SLN,NYN,2,1,0
Friday,711,CHN,NYN,6,3,0
Saturday,112,CHN,NYN,5,2,0
Sunday,111,CHN,NYN,3,4,1
Friday,711,WAS,NYN,6,4,0
Saturday,111,WAS,NYN,1,5,1
Sunday,111,WAS,NYN,13,2,0
Monday,711,ARI,NYN,4,5,1
Tuesday,711,ARI,NYN,1,9,1
Wednesday,901,ARI,NYN,5,3,0
Thursday,111,ARI,NYN,5,4,0
Friday,713,PHI,NYN,13,8,0
Saturday,111,PHI,NYN,4,5,1
Sunday,112,PHI,NYN,0,5,1
Monday,717,ATL,NYN,2,1,0
Tuesday,712,ATL,NYN,1,4,1
Wednesday,710,ATL,NYN,8,2,0
Thursday,1210,ATL,NYN,4,7,1
Friday,712,KCA,NYN,2,4,1
Saturday,111,KCA,NYN,4,3,0
Sunday,110,KCA,NYN,6,2,0
Tuesday,711,COL,NYN,2,3,1
Wednesday,712,COL,NYN,0,5,1
Thursday,1213,COL,NYN,1,2,1
Tuesday,712,ATL,NYN,3,5,1
Wednesday,111,ATL,NYN,4,1,0
Friday,712,DET,NYN,6,1,0
Saturday,408,DET,NYN,3,0,0
Sunday,111,DET,NYN,11,3,0
Monday,711,PHI,NYN,2,1,0
Tuesday,711,PHI,NYN,0,5,1
Wednesday,712,PHI,NYN,6,2,0
Thursday,111,PHI,NYN,3,11,1
Monday,712,WAS,NYN,9,0,0
Tuesday,711,WAS,NYN,6,3,0
Wednesday,711,WAS,NYN,3,0,0
Thursday,111,WAS,NYN,7,2,0
Friday,711,MIA,NYN,3,4,1
Saturday,410,MIA,NYN,3,0,0
Saturday,742,MIA,NYN,1,3,1
Sunday,112,MIA,NYN,0,1,1
Tuesday,712,SFN,NYN,8,5,0
Wednesday,711,SFN,NYN,4,5,1
Thursday,110,SFN,NYN,2,1,0
Thursday,710,MIL,NYN,4,2,0
Friday,711,MIL,NYN,4,2,0
Saturday,410,MIL,NYN,4,2,0
Sunday,143,MIL,NYN,2,3,1
Monday,709,SEA,OAK,5,3,0
Tuesday,708,SEA,OAK,1,2,1
Wednesday,708,SEA,OAK,5,6,1
Thursday,1237,SEA,OAK,2,6,1
Thursday,708,BAL,OAK,2,6,1
Friday,708,BAL,OAK,2,4,1
Saturday,109,BAL,OAK,3,4,1
Sunday,106,BAL,OAK,8,3,0
Tuesday,709,NYA,OAK,7,3,0
Wednesday,707,NYA,OAK,3,1,0
Thursday,1238,NYA,OAK,2,4,1
Friday,709,CLE,OAK,0,10,1
Saturday,107,CLE,OAK,6,1,0
Sunday,106,CLE,OAK,0,11,1
Monday,710,TEX,OAK,4,2,0
Tuesday,709,TEX,OAK,6,7,1
Wednesday,1238,TEX,OAK,1,4,1
Friday,709,TBA,OAK,4,1,0
Saturday,107,TBA,OAK,2,4,1
Sunday,108,TBA,OAK,0,4,1
Monday,708,SEA,OAK,4,8,1
Tuesday,707,SEA,OAK,5,6,1
Wednesday,710,DET,OAK,5,1,0
Thursday,1238,DET,OAK,5,2,0
Friday,719,SFN,OAK,1,6,1
Saturday,103,SFN,OAK,0,1,1
Sunday,106,SFN,OAK,0,3,1
Friday,710,MIN,OAK,5,4,0
Saturday,607,MIN,OAK,4,3,0
Sunday,106,MIN,OAK,4,5,1
Monday,707,ANA,OAK,4,2,0
Tuesday,707,ANA,OAK,1,10,1
Wednesday,709,ANA,OAK,7,1,0
Thursday,1237,ANA,OAK,1,6,1
Monday,708,CIN,OAK,6,4,0
Tuesday,708,CIN,OAK,4,2,0
Wednesday,1237,CIN,OAK,3,0,0
Friday,707,PIT,OAK,4,14,1
Saturday,708,PIT,OAK,0,5,1
Sunday,106,PIT,OAK,2,3,1
Monday,707,NYA,OAK,3,1,0
Tuesday,707,NYA,OAK,6,1,0
Wednesday,707,NYA,OAK,6,2,0
Friday,709,ANA,OAK,6,5,0
Saturday,607,ANA,OAK,1,15,1
Sunday,107,ANA,OAK,2,5,1
Monday,707,BOS,OAK,2,1,0
Tuesday,707,BOS,OAK,4,5,1
Wednesday,1237,BOS,OAK,4,6,1
Friday,707,CHA,OAK,5,1,0
Saturday,110,CHA,OAK,2,10,1
Sunday,107,CHA,OAK,4,6,1
Monday,707,KCA,OAK,0,6,1
Tuesday,707,KCA,OAK,3,2,0
Wednesday,1237,KCA,OAK,3,4,1
Friday,709,TEX,OAK,5,1,0
Saturday,113,TEX,OAK,2,6,1
Sunday,107,TEX,OAK,2,3,1
Monday,708,TOR,OAK,3,1,0
Tuesday,709,TOR,OAK,2,6,1
Wednesday,1237,TOR,OAK,4,5,1
Thursday,707,TBA,OAK,3,4,1
Friday,709,TBA,OAK,4,5,1
Saturday,608,TBA,OAK,5,4,0
Sunday,107,TBA,OAK,3,2,0
Friday,707,ANA,OAK,0,8,1
Saturday,107,ANA,OAK,1,3,1
Sunday,108,ANA,OAK,7,4,0
Monday,108,SEA,OAK,2,6,1
Tuesday,708,SEA,OAK,7,5,0
Wednesday,707,SEA,OAK,3,4,1
Friday,707,BOS,OAK,0,5,1
Saturday,609,BOS,OAK,3,4,1
Sunday,109,BOS,OAK,5,3,0
Monday,707,CHA,OAK,0,3,1
Tuesday,707,CHA,OAK,2,7,1
Wednesday,1237,CHA,OAK,4,3,0
Thursday,708,TEX,OAK,0,5,1
Friday,707,TEX,OAK,10,3,0
Saturday,110,TEX,OAK,4,3,0
Sunday,108,TEX,OAK,16,9,0
Friday,709,SEA,OAK,6,2,0
Saturday,607,SEA,OAK,5,2,0
Sunday,108,SEA,OAK,1,7,1
Thursday,707,DET,OAK,3,0,0
Friday,707,DET,OAK,8,4,0
Saturday,608,DET,OAK,2,6,1
Sunday,107,DET,OAK,1,5,1
Tuesday,707,BOS,OAK,0,5,1
Wednesday,1237,BOS,OAK,5,3,0
Friday,707,TEX,OAK,1,3,1
Saturday,106,TEX,OAK,11,2,0
Sunday,107,TEX,OAK,2,7,1
Monday,1237,TEX,OAK,4,5,1
Tuesday,709,CLE,OAK,4,1,0
Wednesday,707,CLE,OAK,1,3,1
Thursday,1237,CLE,OAK,4,3,0
Friday,706,CHA,OAK,4,3,0
Saturday,107,CHA,OAK,2,6,1
Sunday,108,CHA,OAK,4,3,0
Monday,830,ANA,OAK,4,5,1
Tuesday,747,ANA,OAK,0,14,1
Wednesday,708,MIN,OAK,4,3,0
Thursday,1237,MIN,OAK,11,1,0
Friday,710,BAL,OAK,2,6,1
Saturday,717,BAL,OAK,2,4,1
Sunday,108,BAL,OAK,4,6,1
Monday,108,NYA,OAK,5,0,0
Tuesday,706,NYA,OAK,10,3,0
Wednesday,1238,NYA,OAK,4,2,0
Tuesday,708,KCA,OAK,7,4,0
Wednesday,709,KCA,OAK,1,2,1
Thursday,1238,KCA,OAK,4,8,1
Friday,708,SFN,OAK,2,5,1
Saturday,707,SFN,OAK,2,4,1
Sunday,109,SFN,OAK,1,2,1
Tuesday,817,FLO,OAK,0,1,1
Wednesday,707,FLO,OAK,3,0,0
Thursday,1239,FLO,OAK,5,4,0
Friday,708,ARI,OAK,4,5,1
Saturday,607,ARI,OAK,4,2,0
Sunday,109,ARI,OAK,2,7,1
Monday,108,SEA,OAK,2,1,0
Tuesday,707,SEA,OAK,4,2,0
Wednesday,1237,SEA,OAK,0,2,1
Friday,708,ANA,OAK,3,5,1
Saturday,111,ANA,OAK,4,2,0
Saturday,501,ANA,OAK,3,4,1
Sunday,109,ANA,OAK,1,9,1
Monday,708,TBA,OAK,5,7,1
Tuesday,707,TBA,OAK,1,6,1
Wednesday,708,TBA,OAK,4,13,1
Thursday,1239,TBA,OAK,10,8,0
Friday,707,MIN,OAK,9,5,0
Saturday,608,MIN,OAK,3,8,1
Sunday,107,MIN,OAK,3,7,1
Friday,708,TEX,OAK,9,1,0
Saturday,111,TEX,OAK,7,1,0
Sunday,109,TEX,OAK,7,6,0
Monday,707,BAL,OAK,6,2,0
Tuesday,707,BAL,OAK,4,8,1
Wednesday,1237,BAL,OAK,5,6,1
Thursday,708,TOR,OAK,7,0,0
Friday,708,TOR,OAK,0,2,1
Saturday,607,TOR,OAK,1,5,1
Sunday,109,TOR,OAK,1,0,0
Friday,708,SEA,OAK,2,9,1
Saturday,107,SEA,OAK,0,3,1
Sunday,108,SEA,OAK,5,8,1
Monday,108,KCA,OAK,11,6,0
Tuesday,707,KCA,OAK,7,4,0
Wednesday,1238,KCA,OAK,0,7,1
Monday,708,ANA,OAK,3,6,1
Tuesday,706,ANA,OAK,6,3,0
Wednesday,1238,ANA,OAK,4,1,0
Thursday,707,DET,OAK,1,6,1
Friday,707,DET,OAK,3,1,0
Saturday,110,DET,OAK,3,5,1
Sunday,107,DET,OAK,3,0,0
Tuesday,707,TEX,OAK,7,2,0
Wednesday,711,TEX,OAK,3,2,0
Thursday,1238,TEX,OAK,3,4,1
Wednesday,709,SEA,OAK,3,1,0
Thursday,604,SEA,OAK,1,4,1
Friday,709,SEA,OAK,7,3,0
Saturday,607,SEA,OAK,8,7,0
Monday,708,KCA,OAK,0,1,1
Tuesday,748,KCA,OAK,3,0,0
Wednesday,1239,KCA,OAK,4,5,1
Friday,707,CLE,OAK,4,3,0
Saturday,609,CLE,OAK,5,1,0
Sunday,108,CLE,OAK,1,5,1
Monday,709,CHA,OAK,4,0,0
Tuesday,708,CHA,OAK,0,2,1
Wednesday,1238,CHA,OAK,4,5,1
Tuesday,708,TOR,OAK,3,7,1
Wednesday,1238,TOR,OAK,5,2,0
Thursday,707,DET,OAK,10,6,0
Friday,707,DET,OAK,4,11,1
Saturday,506,DET,OAK,1,3,1
Sunday,108,DET,OAK,3,1,0
Monday,708,ANA,OAK,1,2,1
Tuesday,708,ANA,OAK,5,0,0
Wednesday,1237,ANA,OAK,3,1,0
Friday,707,NYA,OAK,6,3,0
Saturday,107,NYA,OAK,9,2,0
Sunday,108,NYA,OAK,2,0,0
